devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-3:57:15, LocationTime-12:33:01 (3 sec ago), OldLocThreshold-3 min
richards_iphone	1:57:11p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	1:57:15p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (8s ago), State-home@12:33:01 (1h24m14s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-False, Already Processed
richards_iphone	1:57:15p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@12:33:01, State-home, Trigger-Siri@12:33:01, LastLoc-1:57:10, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	2:00:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (2m53s ago), State-home@12:33:01 (1h26m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-False, Already Processed
richards_iphone	2:30:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (32m53s ago), State-home@12:33:01 (1h56m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-False, Already Processed
richards_iphone	3:00:00p	Home	Home	2 hrs	-	-	¤s«HS¦LH-Device Counts¦RH-iOS App Counts»HE«LT-State/Triggers Chgs¦LC-13¦RT-iOS Locate Requests¦RC-1294»«LT-iCloud Updates¦LC-0¦RT-iOS App Updates¦RC-13»«LT-Discarded¦LC-24¦RT-Waze Routes¦RC-0»¤e
richards_iphone	3:00:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (1h2m53s ago), State-home@12:33:01 (2h26m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-False, Already Processed
richards_iphone	3:30:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (1h32m53s ago), State-home@12:33:01 (2h56m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-False, Already Processed
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (2s ago), State-home@3:43:18 (2s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-1:57:10, WillUpdate-True, Trigger Change-Bkgnd Fetch
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Bkgnd Fetch
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Bkgnd Fetch, State-home, Trigger-Bkgnd Fetch, LastLoc-3:43:18, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	iOS App update started (Bkgnd Fetch)
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	3:43:20p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-5:43:15, LocationTime-3:43:18 (2 sec ago), OldLocThreshold-3 min
richards_iphone	3:43:21p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	3:43:25p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (7s ago), State-home@3:43:18 (7s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:43:20, WillUpdate-False, Already Processed
richards_iphone	3:43:25p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch@3:43:18, State-home, Trigger-Bkgnd Fetch@3:43:18, LastLoc-3:43:20, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (7m57s ago), State-home@3:51:11 (4s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:43:20, WillUpdate-True, iOSApp Loc Update@3:51:11
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-3:51:11, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-5:51:15, LocationTime-3:51:11 (4 sec ago), OldLocThreshold-3 min
richards_iphone	3:51:15p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	3:51:20p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (8m2s ago), State-home@3:51:11 (9s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:51:15, WillUpdate-False, Already Processed
richards_iphone	3:51:20p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@3:51:11, State-home, Trigger-iOSApp Loc Update@3:51:11, LastLoc-3:51:15, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (9m57s ago), State-home@3:53:13 (2s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:51:15, WillUpdate-True, iOSApp Loc Update@3:53:13
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-3:53:13, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-5:53:15, LocationTime-3:53:13 (2 sec ago), OldLocThreshold-3 min
richards_iphone	3:53:15p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	3:53:20p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (10m2s ago), State-home@3:53:13 (7s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:53:15, WillUpdate-False, Already Processed
richards_iphone	3:53:20p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@3:53:13, State-home, Trigger-iOSApp Loc Update@3:53:13, LastLoc-3:53:15, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	4:00:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (16m42s ago), State-home@3:53:13 (6m47s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:53:15, WillUpdate-False, Already Processed
richards_iphone	4:30:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (46m42s ago), State-home@3:53:13 (36m47s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-3:53:15, WillUpdate-False, Already Processed
richards_iphone	4:49:10p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@3:43:18 (1h5m52s ago), State-not_home@4:49:09 (1s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-3:53:15, WillUpdate-True, State Change-not_home
richards_iphone	4:49:10p	Away	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch, State-not_home, Trigger-Bkgnd Fetch, LastLoc-3:43:18, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-home
richards_iphone	4:49:15p	Away	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Region Exited@4:49:10 (5s ago), State-not_home@4:49:09 (6s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-3:53:15, WillUpdate-True, Trigger Change-Region Exited
richards_iphone	4:49:15p	Away	Home	2 hrs	-	-	iOSApp State Change detected > home to not_home
richards_iphone	4:49:15p	Away	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Region Exit, State-not_home, Trigger-Region Exited, LastLoc-4:49:10, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-home
richards_iphone	4:49:15p	Away	Home	2 hrs	-	-	iOS App update started (Region Exit)
richards_iphone	4:49:15p	Away	Home	2 hrs	-	-	Selected Zone > Away > Gym-3.08km/r45, MumDad-2.46km/r45, ProjectStrengthFitness-2.7km/r45, Work-0.55km/r45, Home-230m/r100, Stationary-0.93km/r1
richards_iphone	4:49:15p	Away	Away	2 hrs	-	-	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-230m, LastDistFmZone-0m, DistFmZoneMoved-360m, DistFmLastPollMoved-250m
richards_iphone	4:49:15p	Away	Away	4 min	-	0.14 mi	Results: From-Home > CurrZone-Away, GPS-(55.956024, -3.15974/4.7420101277869655m), Interval-4 min (2-ExitHomeZone), Dist-0.14 mi, NextUpdt-4:53:15, LocationTime-4:49:09 (5 sec ago), OldLocThreshold-1 min
richards_iphone	4:49:16p	Away	Away	4 min	-	0.14 mi	IOS App update complete
richards_iphone	4:49:20p	Away	Away	4 min	-	0.14 mi	iOSApp Monitor > Trigger-Region Exited@4:49:10 (10s ago), State-not_home@4:49:09 (11s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:49:15, WillUpdate-False, Already Processed
richards_iphone	4:49:20p	Away	Away	4 min	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Region Exited@4:49:09, State-not_home, Trigger-Region Exited@4:49:09, LastLoc-4:49:15, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (3s ago), State-not_home@4:49:09 (3m41s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:49:15, WillUpdate-True, Trigger Change-Siri
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	iOSApp Trigger Change detected > Siri
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-4:52:47, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	iOS App update started (Siri)
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	Selected Zone > Away > Gym-3.08km/r45, MumDad-2.46km/r45, ProjectStrengthFitness-2.7km/r45, Work-0.55km/r45, Home-230m/r100, Stationary-0.93km/r1
richards_iphone	4:52:50p	Away	Away	4 min	-	0.14 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-230m, LastDistFmZone-140m, DistFmZoneMoved-450m, DistFmLastPollMoved-0m
richards_iphone	4:52:50p	Away	Away	30 sec	-	0.14 mi	Results: From-Home > CurrZone-Away, GPS-(55.956024, -3.15974/4.7420101277869655m), Interval-30 sec (3-<3.5km), Dist-0.14 mi, NextUpdt-4:53:15, LocationTime-4:49:09 (3 sec ago), OldLocThreshold-1 min
richards_iphone	4:52:50p	Away	Away	30 sec	-	0.14 mi	IOS App update complete
richards_iphone	4:52:55p	Away	Away	30 sec	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (8s ago), State-not_home@4:49:09 (3m46s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:52:50, WillUpdate-False, Already Processed
richards_iphone	4:52:55p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@4:49:09, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:52:50, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:53:10p	Away	Away	30 sec	-	0.14 mi	Requesting iOSApp Location #0 > LastLocTime-4:49:09 (4 min ago)
richards_iphone	4:53:10p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:52:50, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974/4.7420101277869655m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:53:16p	Away	Away	30 sec	-	0.14 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-4:49:09 (4.1 min ago), LastRequested-4:53:10 (5 sec ago), OldLocThreshold-1 min, GPS-(55.956024, -3.15974), NextUpdt-4:53:45, OldLocPoorGpsCnt-#0, DiscardCnt-#25
richards_iphone	4:53:16p	Away	Away	30 sec	-	0.14 mi	Requesting iOSApp Location #1 > LastLocTime-4:49:09 (4.1 min ago), LastRequested-4:53:10 (5 sec ago)
richards_iphone	4:53:20p	Away	Away	30 sec	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (33s ago), State-not_home@4:49:09 (4m11s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:53:15, WillUpdate-False, Already Processed
richards_iphone	4:53:20p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@4:49:09, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:53:15, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:53:41p	Away	Away	30 sec	-	0.14 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-4:49:09 (4.5 min ago), LastRequested-4:53:10 (30 sec ago), OldLocThreshold-1 min, GPS-(55.956024, -3.15974), NextUpdt-4:54:15, OldLocPoorGpsCnt-#0, DiscardCnt-#26
richards_iphone	4:53:41p	Away	Away	30 sec	-	0.14 mi	Requesting iOSApp Location #2 > LastLocTime-4:49:09 (4.5 min ago), LastRequested-4:53:10 (30 sec ago)
richards_iphone	4:53:41p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:53:15, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:53:45p	Away	Away	30 sec	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (58s ago), State-not_home@4:49:09 (4m36s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:53:40, WillUpdate-False, Already Processed
richards_iphone	4:53:45p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@4:49:09, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:53:40, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:54:10p	Away	Away	30 sec	-	0.14 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-4:49:09 (5 min ago), LastRequested-4:53:10 (1 min ago), OldLocThreshold-1 min, GPS-(55.956024, -3.15974), NextUpdt-4:54:45, OldLocPoorGpsCnt-#0, DiscardCnt-#27
richards_iphone	4:54:10p	Away	Away	30 sec	-	0.14 mi	Requesting iOSApp Location #3 > LastLocTime-4:49:09 (5 min ago), LastRequested-4:53:10 (1 min ago)
richards_iphone	4:54:10p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:53:40, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:54:15p	Away	Away	30 sec	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (1m28s ago), State-not_home@4:49:09 (5m6s ago), GPS-(55.956024, -3.15974/4.7420101277869655m), LastiC3UpdtTime-4:54:10, WillUpdate-False, Already Processed
richards_iphone	4:54:15p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@4:49:09, State-not_home, Trigger-Siri@4:49:09, LastLoc-4:54:10, Zone-not_home, HomeDist-228m, inZone-False, GPS-(55.956024, -3.15974), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (1m53s ago), State-not_home@4:54:39 (1s ago), GPS-(55.957794, -3.182212/4.766576091408405m), LastiC3UpdtTime-4:54:10, WillUpdate-True, iOSApp Loc Update@4:54:39
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-not_home, Trigger-iOSApp Loc Update, LastLoc-4:54:39, Zone-not_home, HomeDist-1.64km, inZone-False, GPS-(55.957794, -3.182212/4.766576091408405m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	iOS App update started (iOSApp Loc Update)
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	Selected Zone > Away > Gym-2.75km/r45, MumDad-3.02km/r45, ProjectStrengthFitness-3.64km/r45, Work-1.97km/r45, Home-1.64km/r100, Stationary-1.76km/r1
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-1.42km, Timer-00:00:00,  to 5:02:40
richards_iphone	4:54:40p	Away	Away	30 sec	-	0.14 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-1.64km, LastDistFmZone-140m, DistFmZoneMoved-1.5km, DistFmLastPollMoved-1.42km
richards_iphone	4:54:40p	Away	Away	30 sec	-	1.02 mi	Results: From-Home > CurrZone-Away, GPS-(55.957794, -3.182212/4.766576091408405m), Interval-30 sec (3-<3.5km), Dist-1.02 mi, NextUpdt-4:55:15, LocationTime-4:54:39 (2 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-5:02:40 (0m)
richards_iphone	4:54:41p	Away	Away	30 sec	-	1.02 mi	IOS App update complete
richards_iphone	4:54:45p	Away	Away	30 sec	-	1.02 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (1m58s ago), State-not_home@4:54:39 (6s ago), GPS-(55.957794, -3.182212/4.766576091408405m), LastiC3UpdtTime-4:54:40, WillUpdate-False, Already Processed
richards_iphone	4:54:45p	Away	Away	30 sec	-	1.02 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@4:54:39, State-not_home, Trigger-iOSApp Loc Update@4:54:39, LastLoc-4:54:40, Zone-not_home, HomeDist-1.64km, inZone-False, GPS-(55.957794, -3.182212/4.766576091408405m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:55:10p	Away	Away	30 sec	-	1.02 mi	Requesting iOSApp Location #0 > LastLocTime-4:54:39 (31 sec ago)
richards_iphone	4:55:10p	Away	Away	30 sec	-	1.02 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@4:54:39, LastLoc-4:54:40, Zone-not_home, HomeDist-1.64km, inZone-False, GPS-(55.957794, -3.182212/4.766576091408405m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:55:15p	Away	Away	30 sec	-	1.02 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-4:54:39 (36 sec ago), LastRequested-4:55:10 (5 sec ago), OldLocThreshold-1 min, GPS-(55.957794, -3.182212), NextUpdt-4:55:45, OldLocPoorGpsCnt-#0, DiscardCnt-#28
richards_iphone	4:55:15p	Away	Away	30 sec	-	1.02 mi	Requesting iOSApp Location #1 > LastLocTime-4:54:39 (36 sec ago), LastRequested-4:55:10 (5 sec ago)
richards_iphone	4:55:20p	Away	Away	30 sec	-	1.02 mi	iOSApp Monitor > Trigger-Siri@4:52:47 (2m33s ago), State-not_home@4:54:39 (41s ago), GPS-(55.957794, -3.182212/4.766576091408405m), LastiC3UpdtTime-4:55:15, WillUpdate-False, Already Processed
richards_iphone	4:55:20p	Away	Away	30 sec	-	1.02 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@4:54:39, State-not_home, Trigger-iOSApp Loc Update@4:54:39, LastLoc-4:55:15, Zone-not_home, HomeDist-1.64km, inZone-False, GPS-(55.957794, -3.182212), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	4:55:40p	Away	Away	30 sec	-	1.02 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-4:54:39 (1 min ago), LastRequested-4:55:10 (30 sec ago), OldLocThreshold-1 min, GPS-(55.957794, -3.182212), NextUpdt-4:56:15, OldLocPoorGpsCnt-#0, DiscardCnt-#29
richards_iphone	4:55:40p	Away	Away	30 sec	-	1.02 mi	Requesting iOSApp Location #2 > LastLocTime-4:54:39 (1 min ago), LastRequested-4:55:10 (30 sec ago)
richards_iphone	4:55:40p	Away	Away	30 sec	-	1.02 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@4:54:39, LastLoc-4:55:15, Zone-not_home, HomeDist-1.64km, inZone-False, GPS-(55.957794, -3.182212), StateThisPoll-not_home, StateLastPoll-not_home
